month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
7,29500.0,6.0,24.0,female,Higher Education,Cell phones,0,2,26000.0,Another,0,1,0
11,21500.0,9.0,22.0,female,Secondary Special Education,Household appliances,0,2,36000.0,Another,0,1,1
11,34000.0,12.0,39.0,female,Higher Education,Household appliances,0,0,36000.0,Married,1,1,0
3,65500.0,12.0,37.0,male,Higher Education,Clothing,0,0,61000.0,Married,1,1,1
3,20500.0,10.0,43.0,male,Secondary Special Education,Computers,1,2,21000.0,Another,3,1,0
1,9500.0,4.0,27.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Married,1,0,0
5,27000.0,12.0,22.0,male,Incomplete Higher Education,Household appliances,0,2,26000.0,Another,1,1,0
4,20500.0,12.0,54.0,male,Secondary Special Education,Cell phones,0,2,41000.0,Another,0,1,0
5,23000.0,12.0,26.0,male,Higher Education,Cell phones,0,2,31000.0,Another,3,1,0
6,13500.0,6.0,25.0,female,Secondary Special Education,Childen\s goods',0,2,19000.0,Another,1,1,0
11,14000.0,10.0,38.0,male,Higher Education,Jewelry,1,2,31000.0,Another,1,0,0
1,29500.0,18.0,21.0,male,Secondary Special Education,Cell phones,0,2,23000.0,Another,1,0,1
3,6000.0,3.0,25.0,male,Secondary Special Education,Jewelry,1,2,23000.0,Married,3,1,0
11,23000.0,12.0,25.0,female,Secondary Education,Computers,0,2,31000.0,Another,1,1,0
12,10000.0,12.0,30.0,female,Secondary Education,Cell phones,0,2,26000.0,Married,3,1,0
12,65500.0,36.0,44.0,female,Secondary Special Education,Household appliances,1,2,54000.0,Another,0,1,0
11,18000.0,10.0,33.0,male,Secondary Education,Computers,1,2,16000.0,Another,2,0,0
9,30500.0,12.0,20.0,male,Secondary Special Education,Household appliances,0,2,33000.0,Married,2,0,0
12,24500.0,9.0,38.0,female,Incomplete Higher Education,Household appliances,1,2,31000.0,Another,0,1,0
6,6000.0,3.0,63.0,male,Secondary Special Education,Computers,1,2,14000.0,Unmarried,2,0,0
7,20500.0,12.0,30.0,female,Higher Education,Computers,1,2,26000.0,Another,0,0,0
12,14500.0,6.0,20.0,male,Secondary Special Education,Household appliances,0,2,20000.0,Married,3,1,0
1,23500.0,11.0,54.0,male,Higher Education,Fitness,0,2,31000.0,Another,1,1,0
10,15000.0,12.0,25.0,female,Higher Education,Computers,0,2,31000.0,Another,2,0,0
8,16500.0,12.0,78.0,male,Secondary Special Education,Windows & Doors,1,0,21000.0,Unmarried,0,1,0
7,15000.0,6.0,37.0,male,Secondary Special Education,Household appliances,0,2,21000.0,Another,1,0,0
4,24000.0,18.0,22.0,male,Higher Education,Cell phones,0,2,18000.0,Another,1,0,0
8,28000.0,18.0,54.0,female,Secondary Education,Household appliances,1,2,16000.0,Another,1,1,0
3,25000.0,18.0,40.0,female,Secondary Special Education,Household appliances,1,2,46000.0,Another,0,0,0
2,65500.0,12.0,57.0,male,Higher Education,Clothing,1,2,63500.0,Another,0,1,0
2,23500.0,12.0,49.0,female,Secondary Special Education,Cell phones,1,0,63500.0,Married,0,0,0
4,8500.0,4.0,56.0,male,Secondary Special Education,Cell phones,0,2,2000.0,Another,1,0,0
8,36000.0,15.0,21.0,male,Higher Education,Furniture,0,2,21000.0,Married,0,0,0
2,29000.0,12.0,31.0,male,Secondary Education,Cell phones,0,1,31000.0,Married,1,0,0
5,13000.0,6.0,27.0,female,Secondary Special Education,Household appliances,0,0,31000.0,Another,3,0,0
12,7500.0,3.0,55.0,male,Secondary Education,Household appliances,0,0,31000.0,Another,0,1,1
11,5500.0,6.0,43.0,female,Secondary Special Education,Cell phones,0,2,23000.0,Another,1,0,0
12,65500.0,24.0,38.0,male,Secondary Special Education,Computers,1,2,63500.0,Another,2,0,0
4,12500.0,6.0,43.0,male,Secondary Special Education,Cell phones,0,2,21000.0,Another,1,1,0
4,7000.0,4.0,28.0,female,Incomplete Higher Education,Jewelry,1,2,24000.0,Another,1,1,0
8,39500.0,30.0,49.0,male,Higher Education,Cosmetics and beauty services,0,2,13000.0,Married,1,1,0
3,13000.0,15.0,30.0,male,Secondary Special Education,Cell phones,1,2,16000.0,Another,4,0,0
3,5500.0,4.0,41.0,male,Secondary Special Education,Construction Materials,0,2,19000.0,Another,0,0,0
9,8000.0,10.0,22.0,female,Secondary Special Education,Cell phones,0,2,16000.0,Unmarried,3,0,0
7,19500.0,12.0,62.0,male,Secondary Special Education,Construction Materials,1,2,11000.0,Another,2,1,0
4,10000.0,4.0,48.0,male,Secondary Special Education,Construction Materials,1,2,14000.0,Married,2,0,0
7,15000.0,6.0,29.0,female,Incomplete Higher Education,Computers,0,1,36000.0,Another,2,1,0
3,65500.0,36.0,45.0,male,Secondary Special Education,Clothing,1,2,26000.0,Married,3,1,0
9,7500.0,3.0,63.0,male,Secondary Education,Construction Materials,0,2,12000.0,Another,2,0,0
7,21000.0,3.0,38.0,male,Secondary Special Education,Household appliances,1,2,63500.0,Married,0,0,0
11,65500.0,18.0,27.0,female,Higher Education,Household appliances,0,2,51000.0,Another,0,1,1
10,28500.0,12.0,61.0,male,Secondary Special Education,Clothing,1,2,16000.0,Another,2,0,0
11,35000.0,10.0,31.0,male,Higher Education,Cell phones,0,0,63500.0,Another,0,0,0
1,14500.0,12.0,25.0,female,Higher Education,Cell phones,0,2,26000.0,Married,0,1,0
8,34500.0,10.0,27.0,female,Higher Education,Cell phones,0,2,31000.0,Another,2,0,0
11,8000.0,3.0,22.0,female,Higher Education,Auto,0,2,41000.0,Another,1,1,0
12,65500.0,15.0,49.0,male,Higher Education,Clothing,0,2,46000.0,Another,2,0,0
10,63000.0,24.0,28.0,male,Secondary Special Education,Clothing,0,2,26000.0,Married,3,0,0
7,65500.0,24.0,59.0,male,Higher Education,Cosmetics and beauty services,1,2,36000.0,Another,1,1,0
9,58500.0,12.0,59.0,male,Secondary Education,Windows & Doors,1,2,38000.0,Another,1,0,0
1,29000.0,12.0,29.0,female,Higher Education,Household appliances,0,2,46000.0,Another,1,1,0
7,16500.0,6.0,30.0,female,Incomplete Higher Education,Sporting goods,1,2,26000.0,Another,2,0,0
7,19500.0,10.0,19.0,male,Secondary Special Education,Cell phones,0,2,20000.0,Another,3,0,0
11,58500.0,34.0,53.0,male,Higher Education,Cosmetics and beauty services,0,2,29000.0,Another,4,1,0
9,31500.0,8.0,31.0,female,Higher Education,Cell phones,0,0,53000.0,Married,1,1,1
4,16000.0,12.0,46.0,male,Secondary Special Education,Furniture,1,2,20000.0,Another,1,0,0
1,37000.0,10.0,64.0,male,Higher Education,Clothing,0,0,51000.0,Another,1,1,0
8,35000.0,6.0,36.0,male,Higher Education,Audio & Video,1,2,29000.0,Another,2,1,0
8,41000.0,18.0,50.0,male,Secondary Special Education,Cosmetics and beauty services,1,0,31000.0,Another,1,1,0
7,7000.0,4.0,53.0,female,Secondary Special Education,Cell phones,0,0,16000.0,Married,1,1,0
5,10000.0,12.0,22.0,male,Secondary Special Education,Cell phones,0,2,21000.0,Another,1,1,0
7,65500.0,24.0,62.0,male,Secondary Special Education,Cosmetics and beauty services,0,0,21000.0,Married,0,1,0
3,34000.0,10.0,51.0,male,Secondary Special Education,Construction Materials,0,2,51000.0,Another,0,0,0
1,17500.0,6.0,35.0,female,Higher Education,Cell phones,0,2,39000.0,Another,2,1,0
11,20000.0,6.0,34.0,male,Incomplete Higher Education,Cell phones,0,0,46000.0,Another,0,0,0
8,65500.0,18.0,55.0,male,Secondary Special Education,Cosmetics and beauty services,0,0,36000.0,Another,1,0,0
5,27500.0,12.0,25.0,male,Secondary Special Education,Jewelry,0,2,21000.0,Another,1,1,1
12,43000.0,24.0,28.0,male,Higher Education,Cosmetics and beauty services,0,2,46000.0,Married,2,1,0
12,19000.0,12.0,21.0,female,Secondary Special Education,Cell phones,0,2,18000.0,Another,0,0,0
11,10500.0,6.0,33.0,female,Secondary Education,Computers,0,2,21000.0,Another,1,1,0
11,19500.0,18.0,44.0,female,Secondary Special Education,Household appliances,0,2,11000.0,Another,1,1,0
6,35500.0,24.0,56.0,male,Higher Education,Cosmetics and beauty services,0,2,26000.0,Married,1,1,0
2,16000.0,6.0,21.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Married,1,0,0
11,65500.0,12.0,29.0,female,Higher Education,Furniture,1,0,63500.0,Another,0,1,0
11,27500.0,16.0,52.0,female,Secondary Special Education,Cell phones,0,2,30000.0,Another,1,1,1
3,17500.0,18.0,44.0,male,Secondary Special Education,Household appliances,0,2,23000.0,Another,0,0,0
11,65500.0,24.0,44.0,male,Higher Education,Furniture,0,2,63500.0,Married,3,0,0
6,17500.0,13.0,47.0,female,Higher Education,Household appliances,1,2,21000.0,Another,0,0,0
10,34500.0,24.0,32.0,female,Higher Education,Cosmetics and beauty services,1,2,51000.0,Another,1,1,0
12,25000.0,6.0,41.0,male,Higher Education,Furniture,1,2,31000.0,Another,3,0,0
11,46000.0,10.0,40.0,female,Higher Education,Clothing,0,2,63500.0,Another,0,1,0
10,13500.0,6.0,40.0,female,Secondary Special Education,Cell phones,1,2,29000.0,Married,0,1,1
6,60500.0,36.0,39.0,male,Secondary Education,Windows & Doors,1,2,14000.0,Another,1,1,0
3,27000.0,24.0,27.0,male,Higher Education,Computers,0,0,41000.0,Another,0,0,0
11,6500.0,6.0,36.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Another,1,0,1
4,13500.0,12.0,34.0,male,Higher Education,Household appliances,1,2,61000.0,Another,1,1,0
2,28000.0,12.0,21.0,female,Secondary Special Education,Cell phones,0,2,63500.0,Another,0,1,0
5,29500.0,3.0,22.0,male,Secondary Special Education,Cell phones,1,2,16000.0,Another,0,1,0
3,6000.0,6.0,46.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Another,3,0,0
12,65500.0,36.0,31.0,female,Higher Education,Repair Services,0,2,31000.0,Unmarried,3,1,1
5,13000.0,10.0,23.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,1,0,0
12,29500.0,6.0,30.0,female,Secondary Education,Cell phones,1,0,63500.0,Another,1,1,0
10,10000.0,6.0,34.0,female,Higher Education,Auto,1,2,21000.0,Another,0,0,0
6,13000.0,10.0,40.0,male,Higher Education,Tourism,0,2,26000.0,Married,2,0,0
9,21500.0,12.0,29.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,2,0,0
3,23000.0,10.0,23.0,female,Secondary Special Education,Cell phones,0,2,51000.0,Married,1,1,0
11,12000.0,3.0,27.0,female,Higher Education,Cell phones,1,2,34000.0,Another,1,0,0
6,28500.0,6.0,21.0,female,Secondary Education,Household appliances,0,2,41000.0,Married,2,1,0
6,15500.0,12.0,25.0,male,Secondary Special Education,Household appliances,1,2,18000.0,Another,3,0,0
7,15000.0,6.0,27.0,female,Higher Education,Household appliances,0,2,33000.0,Another,1,0,0
12,21500.0,10.0,28.0,male,Secondary Special Education,Household appliances,1,0,46000.0,Another,3,0,0
4,25000.0,36.0,20.0,male,Incomplete Higher Education,Clothing,0,2,36000.0,Another,3,0,0
12,18500.0,10.0,28.0,male,Secondary Special Education,Cell phones,0,2,18000.0,Another,1,1,0
3,51000.0,12.0,29.0,female,Higher Education,Household appliances,0,2,41000.0,Another,2,0,0
10,35000.0,11.0,25.0,male,Higher Education,Fitness,0,0,61000.0,Another,0,1,0
12,33000.0,12.0,25.0,female,Secondary Special Education,Cell phones,0,2,63500.0,Another,0,1,0
12,7000.0,12.0,39.0,male,Secondary Special Education,Cell phones,1,2,10000.0,Married,1,0,1
3,24500.0,12.0,37.0,female,Higher Education,Household appliances,1,2,61000.0,Another,2,0,0
7,65500.0,15.0,32.0,female,Higher Education,Tourism,0,2,49000.0,Another,1,1,0
2,29500.0,6.0,47.0,male,Secondary Special Education,Household appliances,0,2,26000.0,Another,1,0,0
11,23500.0,10.0,39.0,female,Secondary Special Education,Household appliances,0,0,39000.0,Another,0,1,0
6,40000.0,12.0,64.0,male,Secondary Special Education,Furniture,0,2,18000.0,Unmarried,1,0,0
9,15500.0,6.0,35.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Married,0,1,1
9,24500.0,12.0,20.0,male,Secondary Special Education,Household appliances,0,2,26000.0,Another,1,1,0
11,7000.0,10.0,38.0,female,Secondary Special Education,Cell phones,1,2,36000.0,Another,0,1,0
4,21500.0,12.0,68.0,male,Higher Education,Medical services,1,2,14000.0,Another,2,0,0
4,15000.0,6.0,23.0,female,Secondary Special Education,Clothing,0,2,28000.0,Another,1,1,0
6,18000.0,6.0,28.0,male,Secondary Special Education,Furniture,1,2,23000.0,Another,0,1,0
8,11500.0,6.0,73.0,male,Secondary Special Education,Household appliances,0,2,13000.0,Married,3,0,0
3,8000.0,3.0,30.0,female,Higher Education,Computers,0,2,26000.0,Married,0,1,0
2,15000.0,6.0,28.0,male,Higher Education,Household appliances,0,2,26000.0,Married,1,0,0
11,59000.0,7.0,50.0,male,Higher Education,Clothing,0,2,36000.0,Another,0,1,0
7,8500.0,7.0,22.0,female,Higher Education,Household appliances,0,2,18000.0,Another,0,1,0
12,8000.0,12.0,32.0,female,Secondary Special Education,Cell phones,0,0,31000.0,Another,0,1,0
5,42000.0,6.0,71.0,male,Secondary Education,Windows & Doors,0,2,16000.0,Another,1,1,0
12,32000.0,10.0,24.0,female,Higher Education,Cell phones,0,1,31000.0,Married,0,0,0
1,30000.0,12.0,24.0,female,Secondary Special Education,Computers,1,2,31000.0,Married,0,0,0
3,34000.0,12.0,18.0,male,Secondary Education,Cell phones,0,2,26000.0,Another,4,1,1
2,28000.0,12.0,43.0,female,Incomplete Higher Education,Computers,1,2,16000.0,Married,1,1,0
11,58000.0,12.0,31.0,male,Higher Education,Furniture,1,2,31000.0,Married,1,0,0
9,11000.0,6.0,53.0,male,Secondary Special Education,Furniture,1,2,26000.0,Another,3,0,0
9,20500.0,10.0,31.0,female,Secondary Special Education,Cell phones,0,2,17000.0,Another,1,1,0
1,13000.0,12.0,28.0,male,Higher Education,Household appliances,1,2,19000.0,Unmarried,1,1,0
8,24000.0,6.0,49.0,female,Secondary Special Education,Household appliances,0,2,26000.0,Another,3,1,0
10,14000.0,4.0,47.0,female,Secondary Special Education,Furniture,1,1,36000.0,Married,0,1,0
8,8500.0,3.0,65.0,male,Secondary Special Education,Cell phones,1,2,10000.0,Married,0,1,0
7,20000.0,12.0,24.0,male,Secondary Special Education,Cell phones,1,2,21000.0,Married,1,1,0
6,11500.0,6.0,26.0,female,Secondary Special Education,Computers,0,2,32000.0,Another,2,0,0
6,9000.0,3.0,29.0,male,Secondary Special Education,Cell phones,1,2,15000.0,Another,2,0,0
4,39000.0,18.0,29.0,male,Higher Education,Cosmetics and beauty services,1,2,41000.0,Another,0,1,0
6,31500.0,18.0,24.0,female,Secondary Special Education,Cell phones,1,2,36000.0,Another,3,1,1
7,52500.0,3.0,30.0,female,Secondary Education,Auto,1,2,56000.0,Married,2,0,0
2,57000.0,24.0,23.0,male,Higher Education,Household appliances,0,2,46000.0,Married,2,1,0
11,21000.0,18.0,21.0,male,Secondary Special Education,Household appliances,0,2,19000.0,Another,1,1,0
12,9500.0,6.0,30.0,male,Higher Education,Clothing,0,2,31000.0,Another,1,1,0
4,14000.0,12.0,40.0,male,Secondary Special Education,Household appliances,0,2,18000.0,Another,4,0,0
3,54000.0,18.0,55.0,male,Higher Education,Clothing,1,0,12000.0,Another,1,0,0
4,21000.0,10.0,28.0,male,Higher Education,Cell phones,0,0,21000.0,Another,2,1,0
3,32000.0,24.0,47.0,male,Secondary Special Education,Household appliances,1,2,33000.0,Unmarried,0,1,0
4,12000.0,6.0,23.0,male,Higher Education,Household appliances,0,2,31000.0,Another,2,0,0
12,23500.0,12.0,58.0,male,Secondary Education,Household appliances,0,2,8000.0,Another,2,1,0
11,57500.0,18.0,76.0,female,Secondary Education,Household appliances,1,2,1000.0,Another,0,1,0
11,21000.0,6.0,25.0,female,Secondary Special Education,Furniture,0,2,63500.0,Another,2,1,0
4,10500.0,10.0,56.0,female,Secondary Special Education,Cell phones,1,2,10000.0,Another,1,1,0
10,46000.0,24.0,53.0,male,Secondary Special Education,Construction Materials,1,2,21000.0,Married,2,1,1
11,19000.0,12.0,30.0,female,Secondary Special Education,Computers,1,2,41000.0,Another,0,1,0
1,24000.0,12.0,37.0,male,Higher Education,Household appliances,0,1,41000.0,Another,1,0,0
3,9500.0,9.0,22.0,female,Secondary Special Education,Computers,0,2,19000.0,Married,1,1,1
11,28500.0,12.0,28.0,female,Secondary Education,Household appliances,1,2,36000.0,Another,3,1,0
4,22500.0,6.0,55.0,female,Secondary Special Education,Computers,1,2,63500.0,Married,1,0,0
8,16000.0,12.0,42.0,male,Secondary Special Education,Auto,0,2,24000.0,Married,1,0,0
6,24500.0,12.0,23.0,male,Higher Education,Computers,0,2,24000.0,Another,0,0,0
11,63500.0,10.0,37.0,male,Secondary Special Education,Furniture,1,2,36000.0,Married,0,1,1
12,49000.0,36.0,43.0,female,Secondary Special Education,Boats,0,2,26000.0,Another,3,1,1
8,7000.0,6.0,33.0,male,Secondary Special Education,Cell phones,1,2,13000.0,Married,2,0,0
6,18500.0,6.0,26.0,female,Secondary Special Education,Cell phones,0,2,25000.0,Another,3,0,0
4,17000.0,10.0,30.0,male,Secondary Special Education,Jewelry,1,1,26000.0,Married,1,1,0
4,14000.0,12.0,46.0,female,Higher Education,Cell phones,1,2,26000.0,Another,2,1,0
7,19000.0,10.0,60.0,male,Secondary Special Education,Household appliances,1,2,21000.0,Unmarried,1,0,0
4,65500.0,18.0,66.0,male,Secondary Special Education,Furniture,1,2,19000.0,Another,2,1,0
3,14000.0,6.0,20.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Another,2,1,0
12,10500.0,10.0,21.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Another,2,0,0
12,54000.0,24.0,38.0,male,Secondary Special Education,Furniture,1,2,21000.0,Another,3,1,0
5,13500.0,12.0,43.0,male,Secondary Special Education,Medical services,1,2,31000.0,Married,2,1,0
12,65500.0,24.0,34.0,male,Higher Education,Clothing,1,2,41000.0,Another,2,0,0
10,20000.0,12.0,20.0,female,Secondary Education,Auto,1,2,29000.0,Another,1,1,0
7,20500.0,24.0,36.0,male,Higher Education,Computers,1,2,31000.0,Another,2,0,0
1,8000.0,3.0,23.0,male,Higher Education,Computers,0,2,21000.0,Another,0,1,0
9,5500.0,5.0,47.0,male,Secondary Special Education,Clothing,0,2,16000.0,Unmarried,1,0,0
12,37500.0,24.0,27.0,male,Higher Education,Tourism,0,2,26000.0,Married,1,1,0
12,23500.0,10.0,53.0,male,Higher Education,Household appliances,1,2,21000.0,Another,1,1,0
5,14000.0,6.0,46.0,female,Secondary Education,Computers,0,2,46000.0,Married,2,1,0
8,19500.0,12.0,22.0,male,Secondary Special Education,Cell phones,0,2,19000.0,Another,3,1,1
12,29500.0,12.0,20.0,male,Secondary Special Education,Tourism,0,2,26000.0,Another,3,1,0
7,6500.0,12.0,34.0,female,Secondary Special Education,Household appliances,0,2,16000.0,Married,0,1,0
6,30500.0,6.0,40.0,female,Higher Education,Household appliances,1,2,51000.0,Another,0,0,0
10,55500.0,10.0,49.0,male,Higher Education,Household appliances,0,2,41000.0,Another,1,0,0
6,11000.0,12.0,22.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Another,1,0,0
10,20500.0,6.0,33.0,female,Secondary Special Education,Cell phones,1,2,46000.0,Married,3,1,0
12,30500.0,18.0,28.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Married,1,1,0
8,7500.0,3.0,36.0,female,Secondary Education,Household appliances,0,2,31000.0,Another,2,0,0
3,22500.0,6.0,33.0,male,Higher Education,Training,1,2,31000.0,Married,1,0,0
10,42500.0,24.0,35.0,male,Higher Education,Cosmetics and beauty services,0,2,36000.0,Another,0,0,0
10,13000.0,6.0,48.0,male,Higher Education,Cell phones,0,2,19000.0,Married,0,1,0
7,6000.0,12.0,38.0,male,Secondary Education,Windows & Doors,1,2,13000.0,Another,1,1,1
6,9000.0,6.0,20.0,female,Incomplete Higher Education,Household appliances,0,2,23000.0,Another,0,1,0
8,14000.0,12.0,33.0,female,Secondary Special Education,Jewelry,0,2,51000.0,Another,0,0,0
3,15500.0,10.0,32.0,female,Higher Education,Cell phones,0,2,51000.0,Another,2,1,0
9,16000.0,16.0,19.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Married,1,1,0
10,65500.0,36.0,55.0,male,Secondary Special Education,Boats,1,2,36000.0,Another,0,0,0
3,25000.0,12.0,42.0,female,Secondary Special Education,Cell phones,0,0,21000.0,Another,1,0,1
1,10500.0,10.0,22.0,female,Secondary Special Education,Computers,0,2,21000.0,Another,2,1,0
1,23500.0,18.0,31.0,male,Secondary Special Education,Household appliances,1,2,19000.0,Another,1,0,0
6,22500.0,6.0,24.0,female,Higher Education,Household appliances,0,2,21000.0,Married,2,1,0
2,6500.0,6.0,31.0,male,Secondary Special Education,Cell phones,1,2,26000.0,Another,1,1,1
1,10000.0,24.0,23.0,male,Incomplete Higher Education,Computers,0,2,21000.0,Married,1,0,1
6,8500.0,6.0,78.0,male,Higher Education,Household appliances,0,2,16000.0,Another,0,1,0
1,9000.0,6.0,31.0,male,Secondary Special Education,Cell phones,1,2,36000.0,Married,0,1,0
11,10000.0,5.0,43.0,male,Secondary Special Education,Computers,1,2,21000.0,Married,1,1,0
9,29500.0,12.0,78.0,female,Higher Education,Boats,0,2,13000.0,Another,0,1,0
11,23000.0,6.0,21.0,female,Secondary Special Education,Household appliances,0,2,41000.0,Another,0,0,0
12,20000.0,12.0,22.0,female,Secondary Special Education,Household appliances,0,2,28000.0,Another,0,1,1
8,26500.0,18.0,26.0,male,Higher Education,Cell phones,0,0,56000.0,Another,1,0,0
12,14500.0,10.0,39.0,male,Secondary Education,Windows & Doors,1,2,18000.0,Another,0,0,0
7,14000.0,6.0,28.0,male,Secondary Education,Furniture,1,2,21000.0,Another,2,1,0
10,11500.0,10.0,30.0,female,Incomplete Higher Education,Cell phones,1,1,26000.0,Unmarried,0,0,0
9,27500.0,12.0,38.0,male,Secondary Special Education,Computers,1,2,19000.0,Another,2,0,0
11,30500.0,6.0,29.0,male,Higher Education,Fitness,0,0,61000.0,Another,3,0,0
7,35500.0,12.0,24.0,male,Higher Education,Household appliances,0,0,26000.0,Married,3,0,0
4,12000.0,12.0,26.0,female,Secondary Education,Cell phones,0,2,14000.0,Married,2,1,0
10,19500.0,24.0,29.0,female,Secondary Special Education,Household appliances,1,2,41000.0,Married,1,1,0
1,25500.0,12.0,28.0,male,Higher Education,Computers,0,2,26000.0,Another,0,0,0
12,17000.0,12.0,24.0,female,Secondary Special Education,Cell phones,0,2,21000.0,Another,1,1,0
2,10000.0,12.0,39.0,male,Higher Education,Household appliances,1,2,21000.0,Married,0,1,0
2,30500.0,18.0,28.0,male,Higher Education,Furniture,1,2,21000.0,Married,2,1,0
4,58500.0,24.0,54.0,male,Secondary Special Education,Computers,0,2,26000.0,Another,1,0,0
11,7000.0,6.0,34.0,female,Higher Education,Auto,1,2,39000.0,Another,3,1,0
2,12500.0,18.0,32.0,female,Secondary Education,Cell phones,1,2,11000.0,Married,1,0,0
3,9500.0,6.0,58.0,male,Secondary Special Education,Cell phones,0,2,21000.0,Married,1,0,0
10,14000.0,10.0,49.0,female,Secondary Special Education,Cell phones,1,0,31000.0,Unmarried,0,1,1
2,22000.0,24.0,32.0,female,Higher Education,Household appliances,1,2,23000.0,Another,1,0,0
9,31000.0,12.0,21.0,female,Secondary Special Education,Cell phones,0,2,36000.0,Married,1,1,1
1,65500.0,18.0,33.0,female,Higher Education,Clothing,1,2,36000.0,Married,3,1,0
7,65500.0,36.0,33.0,female,Secondary Special Education,Auto,1,2,28000.0,Another,4,1,0
4,15000.0,12.0,41.0,male,Higher Education,Computers,1,2,18000.0,Another,1,1,0
10,10000.0,12.0,27.0,female,Higher Education,Household appliances,1,2,31000.0,Married,0,1,0
11,65500.0,15.0,24.0,male,Higher Education,Tourism,0,0,61000.0,Married,0,0,0
11,9500.0,12.0,23.0,male,Secondary Education,Cell phones,0,2,20000.0,Married,0,1,0
6,29000.0,18.0,23.0,male,Secondary Special Education,Cell phones,1,2,31000.0,Another,1,1,0
9,33000.0,12.0,29.0,female,Higher Education,Computers,1,0,36000.0,Another,2,0,0
7,6500.0,4.0,33.0,male,Higher Education,Cell phones,0,2,26000.0,Another,0,1,0
4,27500.0,10.0,21.0,female,Secondary Special Education,Cell phones,0,2,22000.0,Unmarried,3,1,0
4,56000.0,16.0,28.0,male,Secondary Special Education,Household appliances,0,2,31000.0,Another,1,1,1
8,31500.0,18.0,61.0,female,Higher Education,Cell phones,1,2,37000.0,Another,2,1,0
10,65500.0,10.0,32.0,male,Higher Education,Clothing,1,2,61000.0,Married,2,0,0
6,65500.0,18.0,53.0,male,Secondary Education,Household appliances,0,0,63500.0,Another,0,0,0
5,13000.0,12.0,74.0,male,Secondary Education,Household appliances,0,2,13000.0,Married,1,1,0
6,55000.0,12.0,36.0,female,Secondary Special Education,Household appliances,0,2,44000.0,Another,1,1,0
8,21000.0,15.0,29.0,male,Secondary Special Education,Household appliances,0,2,36000.0,Another,2,1,0
4,12500.0,10.0,24.0,female,Secondary Special Education,Cell phones,0,0,26000.0,Another,0,1,1
12,29000.0,5.0,40.0,male,Higher Education,Computers,1,2,46000.0,Married,1,0,0
2,65500.0,12.0,48.0,female,Secondary Special Education,Furniture,0,2,51000.0,Another,3,1,0
6,31000.0,12.0,48.0,male,Secondary Special Education,Cell phones,0,0,43000.0,Another,1,0,1
4,17500.0,6.0,21.0,male,Secondary Special Education,Household appliances,0,2,16000.0,Another,0,1,0
5,35500.0,18.0,37.0,female,Secondary Education,Garden equipment,1,2,16000.0,Another,0,1,0
9,28500.0,12.0,30.0,female,Secondary Special Education,Household appliances,0,2,24000.0,Another,0,1,0
4,12500.0,10.0,52.0,female,Secondary Special Education,Cell phones,1,0,21000.0,Another,0,0,0
7,58000.0,12.0,41.0,male,Secondary Special Education,Boats,1,0,41000.0,Another,1,1,0
3,20000.0,12.0,22.0,female,Incomplete Higher Education,Cell phones,0,2,21000.0,Another,1,1,0
4,9500.0,4.0,29.0,male,Higher Education,Cell phones,1,2,26000.0,Another,0,1,0
9,28000.0,12.0,31.0,male,Incomplete Higher Education,Household appliances,1,0,31000.0,Another,1,1,0
6,13500.0,10.0,23.0,female,Higher Education,Cell phones,0,2,31000.0,Another,2,1,0
11,24000.0,12.0,64.0,female,Secondary Special Education,Household appliances,0,2,16000.0,Married,1,0,1
2,22500.0,10.0,42.0,female,Higher Education,Garden equipment,1,2,21000.0,Married,2,1,0
9,12000.0,12.0,57.0,male,Secondary Special Education,Furniture,1,2,16000.0,Married,0,1,0
1,18500.0,6.0,32.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Another,1,1,0
6,25000.0,12.0,23.0,female,Secondary Special Education,Cell phones,0,2,24000.0,Another,1,1,1
7,41000.0,10.0,29.0,male,Higher Education,Furniture,1,2,26000.0,Unmarried,3,0,0
10,14000.0,12.0,22.0,female,Secondary Special Education,Computers,0,2,26000.0,Another,0,1,0
7,25000.0,12.0,22.0,male,Secondary Special Education,Cell phones,0,2,24000.0,Another,1,0,1
6,18000.0,12.0,23.0,female,Higher Education,Furniture,0,0,41000.0,Married,0,1,0
1,29500.0,12.0,35.0,female,Secondary Education,Cell phones,0,2,26000.0,Another,0,1,0
7,25500.0,12.0,72.0,male,Higher Education,Jewelry,1,2,19000.0,Married,2,1,0
5,57000.0,15.0,33.0,female,Higher Education,Tourism,1,2,41000.0,Another,0,1,0
10,8000.0,6.0,31.0,female,Secondary Special Education,Computers,1,2,26000.0,Another,3,0,0
